codigo_bapin_id,codigo_bapin_desc,ultima_actualizacion_fecha
136631,"MODERNIZACIÓN DE LA INFRAESTRUCTURA PARA LA INCORPORACIÓN DE AERONAVES CAZA MULTIROL EN LA VI BRIGADA AÉREA, TANDIL PROVINCIA DE BUENOS AIRES Y EN EL AREA MATERIAL RIO IV, LAS HIGUERAS, PROVINCIA DE CORDOBA.",Última actualización del ejercicio 2025: 26 Marzo 2025.
136684,Sistema de Acueducto Oeste Etapa II Mar del Plata - General Pueyrredon - Buenos Aires,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
136707,"Refuncionalización de Laboratorio para el funcionamiento de BSL4, Barracas - CABA",Última actualización del ejercicio 2025: 26 Marzo 2025.
136711,"Construcción de Red Colectora Cloacal, Estación de Bombeo y Planta de Tratamiento de Efluentes - Corcovado - Chubut",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
136716,Sistema de Producción de Provisión de Agua Potable Pedemonte Norte - Las Heras - Mendoza,Última actualización del ejercicio 2025: 26 Marzo 2025.
136876,Ampliación de Planta de Agua Potable Baigorria Etapa II - Rosario - Acueducto Gran Rosario II - Santa Fe,Última actualización del ejercicio 2025: 26 Marzo 2025.
136962,"Remodelación y refuncionalización, Hospital Dr. Ramon Carrillo, San Carlos de Bariloche",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
137002,"Nuevo Sede Complejo Agropecuario Casilda- E1, Universidad Nacional de Rosario, en la localidad de Casilda, Provincia de Santa Fe",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
137021,"Transferencia de Funciones Operativas, Ruta Nacional N° 40 y Ruta Nacional N° 153, Tramo: Limite Mendoza/San Juan - San Juan Capital (ENT. CALLE 8)  / EMP. Ruta Nacional N° 40 (Va. M. Agua) - Pedernal. Provincia de San Juan",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
137060,"Construcción de Sede del Instituto Sábato en el Centro Atómico Constituyentes. Partido San Martín, Provincia de Buenos Aires.",Última actualización del ejercicio 2025: 26 Marzo 2025.
137096,PROMEBA IV- EL CARMEN - Etapa 6 Alumbrado Público- PROVINCIA DE BUENOS AIRES,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
137097,PROMEBA IV- EL CARMEN - Red Vial y Peatonal- PROVINCIA DE BUENOS AIRES,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
137104,PROGRAMA NACIONAL DE PRODUCCIÓN DE SUELO - Predio de 456 lotes con servicio Valle Chico - Provincia de Catamarca,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
137157,Renovación de redes de desagües cloacales y agua potable en Barrio VAlle del Busto - Santa Rosa,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
137191,Renovación del tendido eléctrico  Paraje Punta Grande del PN Mburucuya - 2021-2022,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
137202,"Construcción de Ciudad Judicial, Orán, Salta (1°ETAPA) (SIPPE 152050)",Última actualización del ejercicio 2025: 26 Marzo 2025.
137213,"Ruta segura y repavimentación en Ruta Nacional N° 226 y Ruta Nacional N° 3, Tramo: Mar del Plata - Olavarría / Azul (Int. RN N° 226) - Coronel Dorrego, Seccion: Prog. 254 - Prog. 273 / Prog. 309 - Prog. 327. Provincia de Buenos Aires.",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
137214,"Ruta segura y repavimentación en Ruta Nacional N° 3, Tramo: Azul (Int. RN N° 226) - Coronel Dorrego, Seccion: PK 451,00 - PK 476,66. Provincia de Buenos Aires.",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
137215,"Ruta segura y repavimentación en Ruta Nacional N° 3, Tramo: Azul (Int. RN N° 226) - Coronel Dorrego, Seccion: PK 550+00 - PK 589+00. Provincia de Buenos Aires.",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
137224,"Construcción de Obra Básica, Puente, Alcantarillas y Pavimento en Ruta Nacional N° 9, Tramo: Salta - La Caldera, Sección: km. 1608,57 - km. 1612,21. Provincia de Salta.",Última actualización del ejercicio 2025: 26 Marzo 2025.
137226,"Construcción de Gimnasio Polideportivo, Tolhuin, Tierra del Fuego (SIPPE 137185)",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
137227,"Repavimentación de Ruta Provincial Nº 307, Tramo: El Infiernillo - Ampimpa. Provincia de Tucumán",Última actualización del ejercicio 2025: 26 Marzo 2025.
137238,"Recuperación del herramental del Arsenal Naval Puerto Belgrano Coronel Rosales , Provincia de Buenos Aires",Última actualización del ejercicio 2025: 26 Marzo 2025.
137420,"Construcción de obra básica en Ruta Provincial N° 1, Tramo: Ruta Nacional N° 3 - Tolhuin, Sección: Prog. 0,00 - Prog. 6,646. Provincia de Tierra del Fuego.",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
137534,Exploración integral y evaluación de recursos uraníferos en la Cuenca Cañadón Asfalto (Chubut) y el Macizo del Deseado y sus áreas de influencia (Santa Cruz),Última actualización del ejercicio 2025: 26 Marzo 2025.
137535,"Construcción de Autovía en Ruta Nacional Nº 9, Tramo: Santiago del Estero Capital - Acc. a Termas de Río Hondo, Sección: km. 1139,76 - km. 1203,72. Provincia de Santiago del Estero",Última actualización del ejercicio 2025: 26 Marzo 2025.
137626,PROMEBA IV -Infraestructura para 100 viviendas en Isla Maciel 2. - AVELLANEDA - PROVINCIA DE BUENOS AIRES,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
137635,Adquisición de equipamiento básico para todas las Unidades Meteorológicas del Servicio Meteorológico Nacional – Año 2025.,Última actualización del ejercicio 2025: 26 Marzo 2025.
137678,PROMEBA IV - TOMA NUEVA Y ARENALES - E1 - PARANA - PROVINCIA DE ENTRE RIOS,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
137687,"Construcción de Hospital Municipal, Mariano Acosta, Buenos Aires",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
137701,"Distribuidor Tipo Diamante en la Prog. 36+475 de la Ruta Nacional N°8,  Autopista: Pilar - Pergamino, Tramo: VIB, Intersección con camino vecinal de Acceso a la Localidad de Juan Anchorena.",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
137705,PROGRAMA NACIONAL DE PRODUCCIÓN DE SUELO - RED VIAL PARA 1056 VIV. EN EL B° MAMA ANTULA II DE LA CIUDAD DE LA BANDA - PROVINCIA DE SANTIAGO DEL ESTERO,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
137717,Adquisición de equipos desobstructores/succionadores. Etapa II. Provincias de la región norte del pais.,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
137958,"Incorporación de 2 (DOS) Aeronaves de Instrucción Elemental, a efectos de optimizar el proceso de Formación de Aviadores Militares en la Escuela de Aviación Militar (TECNAM)'",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
137959,PROGRAMA RECONSTRUIR - Terminación de 100 viviendas más infraestructura Municipalidad de Gualeguay - Provincia de Entre Ríos,Última actualización del ejercicio 2025: 26 Marzo 2025.
138018,"Estandarizacion, Modernización y Remoción de Obsolescencias de  la Cabina del Sistema de Armas Hughes 500D para Incrementar la disponibilidad de aeronaves en la VII Brigada Aerea- Moreno-Provincia de Buenos Aires.",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
138118,Pavimentación urbana en Barranqueras – Avda. 9 de Julio Y Avda. Arribalzaga - CHACO,Última actualización del ejercicio 2025: 26 Marzo 2025.
138119,Pavimentación urbana - Avda. Edison y Avda Arribalzaga - Resistencia - CHACO,Última actualización del ejercicio 2025: 26 Marzo 2025.
138120,Pavimentación urbana - Rada Tilly - CHUBUT,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
138168,"Ampliación de Biblioteca, Aulas y Gabinetes - E2, Unidad Académica Facultad de Periodismo y Comunicación Social, para la Universidad Nacional de La Plata, en la localidad de La Plata, Provincia de Buenos Aires",Última actualización del ejercicio 2025: 26 Marzo 2025.
138175,"Refacción de Laboratorios para Ciencias Agrarias, Unidad Académica Agrarias, para la Universidad Nacional de Lomas de Zamora, en la localidad de Lomas de Zamora, Provincia de Buenos Aires",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
138194,"Completamiento de construcción de edificios, Intendencia, Taller y Viviendas en la Localidad de Jaramillo  - PN Bosques Petrificados de Jaramillo",Última actualización del ejercicio 2025: 26 Marzo 2025.
138251,PROMEBA IV- DEL OESTE EIII: INFRAESTRUCTURA VIAL E HIDRAULICA PARA B° DEL OESTE EN LA CIUDAD DE GENERAL ACHA - LA PAMPA,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
138252,Construcción del Centro Territorial de Políticas de Género y Diversidad en Ciudad de Paso de los Libres de la provincia de Corrientes.,Última actualización del ejercicio 2025: 26 Marzo 2025.
138278,"Adquisición de equipamiento informático, insumos, software y desarrollo de nuevas tecnologías 2024 - Nivel Nacional - BID",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
138286,Remodelación Laboratorio Regional Bahía Blanca - Buenos Aires - BID,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
138320,Iniciativa Nacional de Supercómputo- 2022,Última actualización del ejercicio 2025: 26 Marzo 2025.
138379,"Construcción de Calzada Nueva en Ruta Provincial N° 31, Tramo: Int. Ruta Provincial N° 41 - Intersección Ruta Nacional N° 8, San Antonio de Areco. Provincia de Buenos Aires",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
138513,"Mantenimiento de Rutina por Sistema Modular en Ruta Nacional N° 237 y 40, Tramo: A° LIMAY CHICO  (PTE) - EMP. RN 40 (EX RN 231) / LTE. R.NEGRO/NEUQUEN - EMP. RN 231, Sección: PROG. 1563,16  - PROG. 1630,52. Provincia del Neuquén.",Última actualización del ejercicio 2025: 26 Marzo 2025.
138581,Construcción de un Centro Interactivo - Centro Atómico Bariloche - Bariloche - Rio Negro,Última actualización del ejercicio 2025: 26 Marzo 2025.
138586,Incorporación de 3 Aeronaves no Tripuladas Clase I VTOL y su Equipamiento Complementario para Incrementar la Capacidad de Vigilancia y Reconocimiento Aéreo de las Fuerzas Armadas en la República Argentina.,Última actualización del ejercicio 2025: 26 Marzo 2025.
138727,"Construcción / Nuevo Natatorio Rio Grande Etapa 2 / Tierra del Fuego, Antártida e Islas del Atlántico Sur",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
138757,ADQUISICIÓN DE EQUIPOS PARA EL MONITOREO DE AEROSOLES ATMOSFÉRICOS EN LAS ESTACIONES DEL SMN,Última actualización del ejercicio 2025: 26 Marzo 2025.
138762,"Reconstrucción y Repavimentación de Calzada en la Ruta Provincial Nº323, Provincia de Tucumán, en el marco del Programa de Fortalecimiento de la Gestión Provincial II",Última actualización del ejercicio 2025: 26 Marzo 2025.
138803,Construcción de inmueble para sede de la Defensoría de Pehuajó,Última actualización del ejercicio 2025: 26 Marzo 2025.
138827,Reposición de equipamiento informático y sus periféricos para renovar la capacidad del Sistema de Gestión Hospitalario Integral del Hospital Aeronáutico Central - CABA - PROVINCIA DE BUENOS AIRES.,Última actualización del ejercicio 2025: 26 Marzo 2025.
138833,Finalización Natatorio Cubierto Santa Clara del Mar - Mar Chiquita - Buenos Aires,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
138838,"Obra de Iluminación sobre Ruta Nacional N° 11, Tramo: Ruta Nacional N° 11 - Intersección Ruta Provincial N° 64 (Coronda). Provincia de Santa Fe.",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
138859,"PROGRAMA NACIONAL DE PRODUCCIÓN DE SUELO - Predio 315 lotes, Rafaela- Provincia de Santa Fe",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
138873,"Construcción de 'Taller-Galpón de incendios, emergencias y comunicaciones (ICE)' en el PN Ciervos de los Pantanos.",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
138899,Adquisición de un Sistema Integral de Refrigeración para el data center para la Policía Federal Argentina ( Act. 4),Última actualización del ejercicio 2025: 26 Marzo 2025.
138907,"Diseño, Montaje e Implementación de 7 Instrumentos del Laboratorio Argentino de Haces de Neutrones - CAE - Ezeiza - Provincia de Buenos Aires",Última actualización del ejercicio 2025: 26 Marzo 2025.
138915,Adquisición de un simulador de navegación y maniobras para el Instituto de Formación de la Prefectura Naval Argentina,Última actualización del ejercicio 2025: 26 Marzo 2025.
138918,"Repavimentación de la Ruta Nacional N° 3, Tramo: Cañuelas - San Miguel del Monte, Sección: KM 88,00 - KM 104,60 / T-01-S-02: KM 104,83 - KM 109,00, Provincia de Buenos Aires.",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
138926,Construcción edilicia en Espacios de Primera Infancia a nivel nacional (Obra Nueva).,Última actualización del ejercicio 2025: 26 Marzo 2025.
138967,Plan Argentina Hace 2023 - Desarrollo de Infraestructura Urbana,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
138968,Construcción de Centros de Desarrollo Infantil en todo el país - Plan de Infraestructura Social del Cuidado 2023,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
138969,Construcción de Escuelas Técnicas de Educación Profesional Secundaria en todo el territorio nacional - Inicio 2022,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
138985,RENOVACIÓN  PARQUE AUTOMOTOR DEL INSTITUTO NACIONAL DE VITIVINICULTURA,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
139122,Ampliación acervo bibliográfico y documental 2025 - Biblioteca del Congreso de la Nación - Ciudad Autónoma de Buenos Aires,Última actualización del ejercicio 2025: 26 Marzo 2025.
139138,"Construcción de Autopista Ruta Nacional N° 40, Tramo: Lte. Interprovincial Mendoza / San Juan - Intersección de acc. sur y Ruta Provincial N° 179 (CALLE 8), Sección II: Localidad de Tres Esquinas - Intersección de Ruta Nacional N°40 y Ruta Provincial Nº295 (Acceso a Cochagual), Provincia de San Juan. (BID 4418 OC-AR)",Última actualización del ejercicio 2025: 26 Marzo 2025.
139208,Equipamiento básico de oficina - CNEA (2025),Última actualización del ejercicio 2025: 26 Marzo 2025.
139260,Reposición de equipos de la Gerencia de 'lnvestigación' - Provincia de Buenos Aires y Provincia de Río Negro (2025),Última actualización del ejercicio 2025: 26 Marzo 2025.
139299,"Gastos Operativos y de Mantenimiento de los Centros de Medicina Nuclear (Prog. 25, Act. 4) - (2025)",Última actualización del ejercicio 2025: 26 Marzo 2025.
139431,Coordinación y administración del proyecto Pierre Auger - provincia de Mendoza (2025),Última actualización del ejercicio 2025: 26 Marzo 2025.
139544,ALMACENAMIENTO SISTEMA NAS SCALE OUT. Año 2023. CABA.,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
139622,Adquisición de Equipamiento para laboratorio de la SCYMA-Periodo 2023,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
139718,Adquisición de Equipamiento para la Optimización de la Gestión de los Residuos Sólidos Urbanos de los Basurales de distintos Municipios de la República Argentina,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
139898,Sistema de detección y respuesta extendidas (XDR). Año 2023. CABA.,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
139900,"Construcción y equipamiento del Puerto Las Palmas. Tramo:  conectividad, balanza y estacionamiento medio.",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
139909,"Ampliación Puerto Rawson (nuevo muelle, dique seco).",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
139954,RECONSTRUCCIÓN SITIOS N° 3 Y N° 4 DEL PUERTO DE DESEADO,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
139955,"OBRAS EN SITIOS 5, 6, 7  DEL PUERTO DE DESEADO",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
139956,CONSTRUCCIÓN DE TERMINAL FLUVIAL PARA PASAJEROS EN PUERTO RECONQUISTA,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
139957,CONSTRUCCIÓN DE TERMINAL FLUVIAL PARA PASAJEROS EN PUERTO ROSARIO,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
139958,CONSTRUCCIÓN DE TERMINAL FLUVIAL PARA PASAJEROS EN PUERTO VILLA CONSTITUCIÓN,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
139959,CONSTRUCCIÓN DE AMARRADEROS FLUVIALES EN VNT,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
139960,"Acondicionamiento del Nuevo Puerto localidad Santa Ana. Servicio para carga y descarga de productos a granel (granos, combustibles, áridos, otros).",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
139961,OBRAS COMPLEMENTARIAS NUEVO PUERTO DE LA CIUDAD DE POSADAS,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
139964,Construcción del puerto de Colonia Aquino,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
139965,Construcción de nueva nave industrial en Puerto Rosales,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
139981,OBRAS DE MODERNIZACIÓN EN PUERTO COLONIA CANO,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
139983,OBRAS COMPLEMENTARIAS PARA  LA HABILITACIÓN PUERTO VILLA CONSTITUCIÓN,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
139987,REPAVIMENTACIÓN DEL RECINTO PORTUARIO (SITIOS 9 Y 10),Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
139989,PLAYA DE TRANSFERENCIA INTERMODAL EN PUERTO LA PLATA (ENSENADA),Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
140027,Construcción de Acueducto Valle Viejo - Catamarca,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
140029,Construcción de sistema y acueducto Cisterna Cruz Negra - Valle Viejo- Catamarca,Última actualización del ejercicio 2025: 26 Marzo 2025.
140033,Ampliación de cloacas capital-San Fernando del Valle de Catamarca - Catamarca,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
140266,Reparación integral y actualización de equipos de 2 unidades de distinto porte - CABA.,Última actualización del ejercicio 2025: 26 Marzo 2025.
140270,ADQUISICIÓN BIBLIOGRAFÍA COLECCIONABLE - CABA - 2025,Última actualización del ejercicio 2025: 26 Marzo 2025.
140346,Puesta en valor de Complejo Edilicio y Laboratorios - Centro Regional de Aguas Subterráneas - INA-SCRAS - San Juan,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
140362,Construcción de Escuelas Técnicas de Educación Profesional Secundaria - 2023,Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
140375,Remodelación del Paso Fronterizo Internacional SAN ANTONIO (ARG) - SANTO ANTONIO (BRA) FONPLATA ARG 28/16,Última actualización del ejercicio 2025: 26 Marzo 2025.
140381,"Programa MAS, Etapa III - Construcción y Rehabilitación de Corredores Urbanos en el Gran Buenos Aires - Zona 1",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
140382,"Programa MAS, RMBA - Etapa IV - Construcción y Rehabilitación de Corredores Urbanos en la Región Metropolitana de Buenos Aires - Localidades de Vicente López, San Isidro, San Fernando, Tigre, Escobar, Campana, Zárate - Zona 1",Última actualización del ejercicio 2025: 26 Marzo 2025.
140384,"Programa MAS, Etapa III - Construcción y Rehabilitación de Corredores Urbanos en el Gran Buenos Aires - Zona 2",Última actualización del ejercicio 2025: 26 Marzo 2025.
140385,"Programa MAS, RMBA - Etapa IV - Construcción y Rehabilitación de Corredores Urbanos en la Región Metropolitana de Buenos Aires - Localidades de General San Martín, Tres de Febrero, San Miguel, Malvinas Argentinas, José C. Paz, Pilar, Exaltación de la Cruz - Zona 2",Última actualización del ejercicio 2025: 26 Marzo 2025.
140386,"Programa MAS, Etapa III - Construcción y Rehabilitación de Corredores Urbanos en el Gran Buenos Aires - Zona 3",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
140387,"Programa MAS, RMBA - Etapa IV - Construcción y Rehabilitación de Corredores Urbanos en la Región Metropolitana de Buenos Aires - Localidades de Morón, Hurlingham, Ituzaingó, Merlo, Moreno, General Rodríguez, Luján - Zona 3",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
140388,"Programa MAS, Etapa III - Construcción y Rehabilitación de Corredores Urbanos en el Gran Buenos Aires - Zona 4",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
140389,"Programa MAS, RMBA - Etapa IV - Construcción y Rehabilitación de Corredores Urbanos en la Región Metropolitana de Buenos Aires - Localidad de La Matanza, Máximo Paz, General Las Heras - Zona 4",Última actualización del ejercicio 2024: 27 Diciembre 2024.Los datos consignados son provisorios hasta tanto se produzcan los cierres de cuenta y eventuales ajustes correspondientes al ejercicio 2024.
